ts,open,high,low,close,volume
2010-04-14,107.1383,107.3599,106.2561,106.3752,1458871
2010-04-15,106.1503,106.3539,105.2312,105.5926,1487759
2010-04-16,105.4973,105.8455,104.8006,105.3087,1021274
2010-04-19,105.3600,105.7742,104.6907,105.6057,801819
2010-04-20,105.3012,105.3012,103.1600,103.3402,3149620
2010-04-21,103.3819,103.4757,102.4734,103.4757,1142301
2010-04-22,103.3863,103.6822,102.4637,102.4637,1966501
2010-04-23,102.3204,102.3204,100.9755,101.7288,1603385
2010-04-26,101.3595,101.3595,99.5517,99.9852,2011546
2010-04-27,99.7589,99.8412,98.8206,99.2945,1592343
2010-04-28,99.2875,99.2875,97.8208,99.2600,1033963
2010-04-29,99.2797,99.7312,98.7453,99.3699,1134882
2010-04-30,99.1642,99.1642,98.0855,98.6958,1060671
2010-05-03,98.4675,98.4675,96.3581,96.3581,2370845
2010-05-04,96.6832,97.5557,96.4353,97.5557,1955754
2010-05-05,97.5489,98.3887,97.5358,97.5358,1199596
2010-05-06,97.8013,98.9486,97.6171,98.6574,2183325
2010-05-07,98.3642,98.3642,96.6205,96.6205,2692469
2010-05-10,96.8316,97.7008,96.8316,97.3352,1001822
2010-05-11,97.0189,97.3046,95.4482,95.8245,2456722
2010-05-12,95.7606,95.7606,94.3497,95.2021,1456159
2010-05-13,95.0619,95.1136,94.2804,94.2804,1604310
2010-05-14,94.2883,94.4312,93.8908,94.4312,923908
2010-05-17,94.3419,94.9201,93.7055,94.1739,1645243
2010-05-18,94.0049,94.0049,93.5205,93.5205,1255825
2010-05-19,93.2489,93.6687,92.6014,92.6014,1804569
2010-05-20,92.4728,92.4728,91.7670,91.7670,1568884
2010-05-21,91.9204,93.2312,91.9204,92.8684,2811086
2010-05-24,92.7192,92.7192,91.1745,91.3479,2284721
2010-05-25,90.9886,90.9886,90.0164,90.0164,1659515
2010-05-26,90.4418,93.3766,90.2976,93.3766,2665592
2010-05-27,93.4590,94.9486,92.2627,93.6681,890365
2010-05-28,92.8763,92.8763,89.3069,89.3395,2761380
2010-05-31,89.1919,89.4912,88.0847,88.0847,3270082
2010-06-01,88.0334,88.0686,87.3213,87.8810,1240267
2010-06-02,87.9307,88.0277,87.4688,88.0277,983399
2010-06-03,87.8284,88.4740,87.3522,87.3522,1234261
2010-06-04,87.3312,87.5096,86.2235,87.2344,1358705
2010-06-07,87.1996,87.4910,86.5841,87.0858,980278
2010-06-08,87.3234,88.1913,86.9698,87.8456,1212101
2010-06-09,87.8111,88.4610,87.6198,87.6198,1455818
2010-06-10,87.6435,88.2679,87.3471,87.8668,1061335
2010-06-11,88.0444,88.3977,87.4557,88.3977,1433706
2010-06-14,88.5163,89.9980,88.5163,89.5853,2008975
2010-06-15,89.4767,89.4767,88.6956,89.2638,1071680
2010-06-16,89.3340,90.0043,89.1201,90.0043,1162414
2010-06-17,90.0572,90.4062,89.7553,90.2307,612481
2010-06-18,89.8801,89.8991,87.6789,87.6789,3463001
2010-06-21,87.3764,87.3764,86.1895,86.6393,2277780
2010-06-22,86.6848,87.5866,86.6848,86.8341,1213874
2010-06-23,86.8501,87.6005,86.8435,87.0060,1254839
2010-06-24,87.2088,87.8551,86.6504,87.8551,1878410
2010-06-25,87.4422,87.7110,86.6670,86.6670,1297824
2010-06-28,86.7136,87.4291,86.7136,86.8145,1215820
2010-06-29,86.7640,86.7640,85.8254,86.6027,1214128
2010-06-30,86.5079,86.6721,86.2382,86.2945,1535945
2010-07-01,86.3057,86.5670,85.8164,86.3638,1214241
2010-07-02,85.9393,86.0972,84.5417,85.0954,2521274
2010-07-05,85.3385,86.1389,85.0704,86.0572,1961271
2010-07-06,85.8116,85.8543,85.2488,85.2488,2137861
2010-07-07,85.2500,85.5176,84.7558,85.2542,1115125
2010-07-08,85.2060,85.3087,84.6232,84.9057,1204657
2010-07-09,85.3268,87.0252,85.3268,87.0252,3394504
2010-07-12,86.9296,87.5089,86.2660,86.2660,1717607
2010-07-13,86.1917,86.8537,85.5790,85.9156,940953
2010-07-14,86.0609,86.8922,86.0609,86.5955,1236772
2010-07-15,86.6493,86.8084,85.5612,86.8084,894031
2010-07-16,87.2607,88.8419,87.2607,88.1603,1850499
2010-07-19,88.0704,88.0704,87.2438,87.5084,1523085
2010-07-20,87.6691,88.6146,87.6691,88.4131,1629414
2010-07-21,88.0916,88.0916,87.0786,87.3469,1813784
2010-07-22,87.3639,87.6951,86.8439,87.4427,1193878
2010-07-23,87.3463,87.4748,86.4036,86.6339,1429690
2010-07-26,86.8883,87.8879,86.6156,87.6145,2068870
2010-07-27,87.8367,88.4453,87.6379,88.2743,1149920
2010-07-28,87.9647,87.9647,87.0666,87.0666,1867338
2010-07-29,86.9097,86.9097,85.1389,85.1389,1477841
2010-07-30,84.8630,84.9427,84.1692,84.1692,1605388
2010-08-02,84.0782,84.0782,83.3465,83.4313,2045912
2010-08-03,83.4831,84.1235,83.4831,84.1235,1872219
2010-08-04,84.3291,84.9273,84.3291,84.9273,1901314
2010-08-05,84.7913,84.7931,83.8826,84.4930,1463955
2010-08-06,85.0258,86.3062,85.0258,86.3062,2500245
2010-08-09,86.2308,86.2308,85.5161,85.8420,2161697
2010-08-10,85.8213,86.2573,85.3906,85.7328,1407874
2010-08-11,85.7625,86.5564,85.6866,86.1760,1910609
2010-08-12,86.3720,87.0737,86.3720,86.8661,1412427
2010-08-13,86.9998,87.9181,86.7499,87.8504,1795094
2010-08-16,87.7582,87.9017,87.0372,87.5511,1797059
2010-08-17,87.4152,87.8726,86.9911,87.0931,1113401
2010-08-18,86.8796,87.3647,86.3931,86.3931,2392387
2010-08-19,86.4246,86.5540,85.5492,86.5540,852396
2010-08-20,86.5088,86.8844,86.0520,86.3605,1007371
2010-08-23,86.4047,87.1711,86.1152,87.0202,1243082
2010-08-24,87.3249,88.7626,87.3249,88.3975,1834953
2010-08-25,88.6557,89.2159,88.1847,89.2159,2280874
2010-08-26,89.2345,90.1825,89.1515,89.2851,932660
2010-08-27,89.4686,90.7562,89.4686,90.5440,2057182
2010-08-30,90.3311,90.7882,89.7232,89.8731,1738660
2010-08-31,89.7089,89.7663,89.1498,89.1498,2000708
2010-09-01,88.9939,89.7084,88.3060,88.4849,1323982
2010-09-02,88.4524,88.9428,87.9334,88.3237,1006785
2010-09-03,88.2859,88.4759,87.8025,88.0581,1349407
2010-09-06,88.0145,88.1689,87.3931,87.9067,661742
2010-09-07,88.0548,90.1458,88.0548,89.9636,2928408
2010-09-08,90.2263,90.9323,90.1967,90.8244,1462135
2010-09-09,90.8351,91.0764,90.3934,90.9798,900303
2010-09-10,90.5461,90.5461,89.3332,89.3332,1655793
2010-09-13,89.2735,89.2735,88.5223,88.5223,1002547
2010-09-14,88.6745,89.2396,88.5035,89.2396,905096
2010-09-15,89.1732,89.5363,88.1753,88.1753,1626766
2010-09-16,88.6198,89.8241,88.2797,89.8241,2048050
2010-09-17,89.9426,91.1657,89.8066,91.1657,2596861
2010-09-20,91.2389,92.4776,90.9991,92.4776,1056153
2010-09-21,92.3318,93.0794,92.0005,92.0551,1439983
2010-09-22,91.9881,91.9881,90.8464,91.0745,1562718
2010-09-23,91.2608,93.6495,90.9408,93.6495,2965299
2010-09-24,93.8051,95.0112,93.6576,94.6618,1681808
2010-09-27,94.5124,95.1615,94.1213,94.1213,1723388
2010-09-28,94.1929,95.2532,94.1929,94.7261,2127879
2010-09-29,94.9569,96.9967,94.9569,96.9723,2928887
2010-09-30,96.9991,97.3966,96.7983,97.3966,1111091
2010-10-01,96.8019,97.1497,95.6588,95.6588,1966283
2010-10-04,95.5345,95.5345,94.6259,95.2876,2111407
2010-10-05,95.3737,96.5688,95.2977,95.7365,1629887
2010-10-06,95.6214,95.6214,94.6487,95.3097,1648835
2010-10-07,95.2553,95.7503,95.0395,95.1105,1281635
2010-10-08,95.2663,95.7491,95.2663,95.7190,1326071
2010-10-11,96.3859,98.0715,96.3859,97.8175,1723532
2010-10-12,97.9792,99.5056,97.9792,99.5056,2068366
2010-10-13,99.7743,100.3610,99.3861,100.3212,1460074
2010-10-14,100.2834,100.5816,99.7135,100.1091,1561483
2010-10-15,99.8386,99.8423,98.8658,99.2716,1515498
2010-10-18,99.2075,99.2474,98.2257,98.4618,1401681
2010-10-19,98.7386,100.1238,98.7386,99.2961,1261727
2010-10-20,99.3022,99.6044,98.8431,99.3423,823875
2010-10-21,99.6327,101.2385,99.6327,100.7783,941631
2010-10-22,100.6494,100.6494,99.5461,99.5461,1391558
2010-10-25,99.5815,100.6668,99.5815,100.0893,1501508
2010-10-26,100.2010,101.1113,100.2010,101.0354,1572878
2010-10-27,100.8103,100.8103,99.7414,100.3055,1920941
2010-10-28,100.5888,101.6437,100.0978,101.6437,1756213
2010-10-29,101.7068,102.7261,101.7068,101.8270,1271512
2010-11-01,101.7989,101.7989,101.1348,101.5217,1019968
2010-11-02,101.8271,102.6566,101.7747,102.6566,1395740
2010-11-03,102.7736,104.3667,102.6755,104.0514,1458158
2010-11-04,104.0448,104.5950,103.7030,103.9749,1221083
2010-11-05,104.5741,106.1005,104.2075,106.1005,1436018
2010-11-08,106.2503,107.1869,105.8356,106.5648,1156339
2010-11-09,107.2628,108.8126,107.2628,108.8126,2404677
2010-11-10,109.2500,110.1046,108.8207,110.1046,2853439
2010-11-11,109.9001,109.9001,108.7941,108.7941,1411441
2010-11-12,109.0299,110.0779,109.0299,109.8455,1608513
2010-11-15,109.5233,109.5233,107.6645,107.6645,2098506
2010-11-16,107.4438,107.4438,106.1779,106.5920,1787405
2010-11-17,106.1568,106.4039,105.0627,105.0627,1488377
2010-11-18,104.9774,104.9774,104.0597,104.4195,1506412
2010-11-19,104.4134,104.7766,103.9314,104.3849,828903
2010-11-22,105.1559,106.9315,105.1559,106.9178,2523657
2010-11-23,106.8482,107.7683,106.4098,106.6736,1994614
2010-11-24,106.5835,106.6352,104.9211,105.6575,2626424
2010-11-25,105.4343,105.8599,103.9930,103.9930,2511741
2010-11-26,104.0693,105.4205,103.7958,104.8976,1223356
2010-11-29,104.9632,105.2524,104.4698,105.2524,1040268
2010-11-30,105.7851,107.2660,105.6566,107.2660,1534436
2010-12-01,107.4711,108.3673,107.4711,108.3673,1595672
2010-12-02,108.7225,110.4091,108.5652,110.4091,2485035
2010-12-03,110.4126,111.5045,110.4126,110.4264,663195
2010-12-06,110.8597,112.1350,110.8084,112.1350,1959922
2010-12-07,111.5229,112.9559,107.2894,107.7477,1830750
2010-12-08,108.0483,110.0516,107.0091,109.7304,1064777
2010-12-09,109.8668,110.8909,106.5139,110.8909,1561393
2010-12-10,111.4143,113.7147,111.4143,112.7043,1493319
2010-12-13,112.4815,113.6188,111.9723,111.9723,1110662
2010-12-14,111.6216,111.8709,109.1647,109.7157,1298309
2010-12-15,110.1804,111.2436,109.3999,111.2436,1574466
2010-12-16,111.1875,111.5021,109.9588,110.9687,1202715
2010-12-17,111.0758,111.7785,110.6075,111.7785,1747664
2010-12-20,111.8744,112.9498,111.8600,112.2716,1106086
2010-12-21,112.2292,112.2292,111.1365,112.1297,771109
2010-12-22,112.0288,112.0288,111.0242,111.0929,1562995
2010-12-23,110.6676,110.6676,108.9431,108.9431,1677223
2010-12-24,109.1399,110.0919,109.0038,110.0919,1477519
2010-12-27,110.4772,111.7298,110.4772,111.2314,1696081
2010-12-28,111.6026,113.2524,111.6026,113.2524,2015186
2010-12-29,113.3023,113.7388,112.7162,113.4583,1383555
2010-12-30,113.5592,114.2555,113.3330,114.2555,2124072
2010-12-31,114.2231,114.2231,113.6559,113.8592,1000050
2011-01-03,113.7270,113.7270,112.7812,113.3295,2052197
2011-01-04,113.3097,113.7240,112.5562,113.2315,851432
2011-01-05,113.2132,113.2404,112.0898,113.1279,801775
2011-01-06,113.0399,113.4342,112.8570,112.8570,863933
2011-01-07,112.8115,113.3680,112.6122,112.7214,980850
2011-01-10,112.9249,114.3292,112.9249,113.5695,1452177
2011-01-11,113.5508,113.9957,113.4579,113.4579,760821
2011-01-12,113.4542,114.1168,113.2889,113.4050,826105
2011-01-13,113.6477,114.3672,113.0856,114.1843,2266219
2011-01-14,114.2051,115.1494,113.5255,114.4926,1504637
2011-01-17,114.6212,115.8321,114.5145,115.8321,1963127
2011-01-18,115.8287,116.8342,115.3550,115.8037,761985
2011-01-19,115.9379,117.2859,115.9379,117.2062,1942209
2011-01-20,117.3448,118.0936,116.8213,118.0936,1659344
2011-01-21,118.1462,118.5433,117.8597,118.4435,1847791
2011-01-24,118.1290,118.2333,116.7813,117.5027,1803579
2011-01-25,117.3881,117.4582,116.3093,117.0194,1808554
2011-01-26,116.9953,117.2855,116.3259,116.7763,723404
2011-01-27,116.7037,116.7051,116.2415,116.2415,1484487
2011-01-28,116.4357,117.4919,115.7011,117.0929,2204257
2011-01-31,116.6304,116.6304,114.8475,114.8475,1613302
2011-02-01,114.9885,116.0751,114.9449,115.4655,1327111
2011-02-02,115.4682,115.4872,114.5480,115.4872,977863
2011-02-03,115.5099,115.8421,115.0869,115.6299,1211172
2011-02-04,115.7391,116.7132,115.2143,116.3204,1799280
2011-02-07,116.0568,116.4909,114.8739,115.4365,1369251
2011-02-08,115.4371,116.5999,115.1592,115.4469,1159029
2011-02-09,115.5449,117.5072,115.5449,116.3874,1891620
2011-02-10,116.5984,117.5056,116.5169,117.0435,1845237
2011-02-11,117.1592,117.8223,116.3027,117.7909,1685046
2011-02-14,117.8790,119.0483,117.8790,118.1974,1425864
2011-02-15,118.2803,119.1911,117.7097,118.9198,1702677
2011-02-16,119.2121,121.2350,119.2121,121.2350,3130979
2011-02-17,120.9177,120.9177,119.8461,120.0770,1859748
2011-02-18,120.3600,121.9367,120.3600,121.9367,1666308
2011-02-21,122.1522,123.3969,122.1522,123.2234,1641179
2011-02-22,122.6768,122.6768,120.3473,120.7009,2915636
2011-02-23,120.2791,120.2791,119.0100,119.0576,1200070
2011-02-24,118.9625,118.9625,118.2566,118.7695,712656
2011-02-25,118.9797,120.6673,118.9797,120.4829,2455451
2011-02-28,120.0801,120.0801,118.8267,119.0609,1567121
2011-03-01,118.8301,119.3687,117.5139,118.0083,1334016
2011-03-02,117.7689,117.7689,116.0548,116.8630,805966
2011-03-03,116.8178,118.1625,115.8373,116.2241,1252070
2011-03-04,116.3542,117.0770,115.5627,117.0770,1469799
2011-03-07,117.5345,119.9229,117.5345,119.9229,3882481
2011-03-08,119.9657,120.6466,118.7043,120.6466,1427264
2011-03-09,120.5840,120.9422,119.5896,120.2925,1031354
2011-03-10,120.0796,120.4490,119.4853,119.6642,992387
2011-03-11,119.5119,119.6755,118.6623,119.2241,1151144
2011-03-14,118.9432,118.9432,117.7070,117.7070,1880020
2011-03-15,118.3754,119.8741,118.3754,119.8676,2383361
2011-03-16,119.9327,121.9066,119.9327,120.7165,1401636
2011-03-17,121.0415,122.5446,120.9271,122.5446,2052742
2011-03-18,122.2988,122.5302,121.5604,121.5604,1245707
2011-03-21,121.6459,122.1351,121.1828,121.8527,841524
2011-03-22,121.8461,122.3592,121.3351,121.8190,676890
2011-03-23,121.3808,121.3808,119.2227,119.2227,3463378
2011-03-24,118.9685,119.6694,117.9951,117.9951,1543900
2011-03-25,117.9597,118.8610,117.8499,117.8742,834237
2011-03-28,117.9213,118.6048,117.2557,118.1220,1583932
2011-03-29,117.9155,117.9155,115.6959,115.8414,1920998
2011-03-30,115.7656,116.4342,114.6085,114.6085,1732357
2011-03-31,114.7885,115.6189,114.7885,115.3195,1144335
2011-04-01,115.5344,116.4362,115.5256,116.4362,1675281
2011-04-04,117.1081,119.1758,117.1081,119.1758,3193884
2011-04-05,118.9673,118.9673,116.5520,116.5520,3448510
2011-04-06,116.8302,118.8558,116.8302,118.8558,2245724
2011-04-07,119.0580,120.6117,119.0580,119.6324,1420571
2011-04-08,119.6603,119.8485,118.8052,119.7543,707748
2011-04-11,119.6189,119.6189,118.4789,119.0535,1846101
2011-04-12,118.9562,118.9562,117.8603,118.4628,1349618
2011-04-13,118.9896,120.9204,118.9896,120.0261,1330522
2011-04-14,120.5846,122.1278,120.5475,122.1278,2057976
2011-04-15,122.5858,125.3937,122.5099,125.3025,2211658
2011-04-18,125.2538,125.6745,124.3378,125.1222,967002
2011-04-19,124.9180,125.3837,123.4237,123.4237,2694768
2011-04-20,123.3389,123.3389,121.9581,122.1290,2246773
2011-04-21,122.5527,124.0834,122.5527,123.9424,2136356
2011-04-22,124.0266,124.5113,123.0399,124.3471,1004238
2011-04-25,124.4046,125.2661,124.1407,125.2661,1769890
2011-04-26,125.3673,126.4721,124.9815,126.4721,1152449
2011-04-27,126.7012,127.7298,126.6205,127.4660,2635378
2011-04-28,127.2480,127.2480,125.4223,125.4223,2275275
2011-04-29,125.4961,126.7138,125.3899,125.6468,1173397
2011-05-02,125.8792,127.0323,125.8792,126.9404,1654123
2011-05-03,126.8475,126.8475,125.2158,126.1690,1991645
2011-05-04,126.2562,126.5666,125.1069,126.5651,1193165
2011-05-05,125.5937,125.5937,123.0851,123.2458,3123442
2011-05-06,123.4291,125.9899,123.2804,125.9899,3393242
2011-05-09,126.2378,127.7134,125.6561,127.4481,1400688
2011-05-10,127.4127,127.7908,126.3591,127.1819,638128
2011-05-11,127.2808,128.9988,127.2808,127.5648,1137341
2011-05-12,127.4538,127.5823,126.4102,126.8735,1543648
2011-05-13,126.8497,127.2922,126.4096,126.4096,1390392
2011-05-16,126.5017,127.1453,126.0676,126.9072,1135692
2011-05-17,126.4686,127.0292,125.4507,125.6218,2558548
2011-05-18,125.8132,126.7974,125.2939,126.7974,2299515
2011-05-19,126.7961,126.7961,125.8361,126.7889,1292138
2011-05-20,126.8422,128.8472,126.8238,127.1838,1797117
2011-05-23,127.3004,129.1314,127.3004,127.6272,1171861
2011-05-24,127.6179,128.3014,127.0919,127.5041,1179971
2011-05-25,127.2593,128.0990,126.3367,126.3681,2018422
2011-05-26,126.2794,126.2794,124.9673,124.9673,966328
2011-05-27,124.7175,125.1211,123.4616,123.4616,1507492
2011-05-30,123.3419,124.0432,122.3711,122.8457,1135869
2011-05-31,122.5646,122.5646,120.6669,120.8327,1679860
2011-06-01,120.3005,120.3005,118.4069,118.8191,2220733
2011-06-02,118.5474,118.7728,117.7061,117.7061,1329572
2011-06-03,117.7088,118.2395,117.3823,117.7262,1189012
2011-06-06,117.4983,118.0473,116.7778,116.9513,980174
2011-06-07,116.9150,117.5424,116.2105,116.6491,1674622
2011-06-08,116.9676,118.1914,116.9676,118.1287,2587362
2011-06-09,118.4385,119.9096,118.4385,119.9006,2252148
2011-06-10,119.6639,120.2311,118.0993,118.0993,2327551
2011-06-13,118.2184,118.9924,117.7301,118.6269,1556979
2011-06-14,118.2417,118.8805,117.4138,117.4138,2716638
2011-06-15,117.6215,118.6901,117.5892,118.6901,1479859
2011-06-16,118.7407,119.2874,118.3231,119.2874,976109
2011-06-17,119.3293,120.0556,118.9777,120.0556,1097072
2011-06-20,120.4055,121.8538,120.4055,121.3686,2310581
2011-06-21,121.6999,122.4342,120.6687,122.4342,1947297
2011-06-22,122.4807,122.8595,121.8605,122.8526,1366855
2011-06-23,122.7275,122.7275,121.8023,122.3102,1193626
2011-06-24,122.5453,123.5446,121.8152,123.5446,2615176
2011-06-27,122.9231,122.9231,120.0608,120.1591,2644381
2011-06-28,120.4170,122.5693,120.4170,121.6598,1649508
2011-06-29,121.6059,121.6059,120.6303,120.6650,2023617
2011-06-30,120.5541,120.7612,119.4511,119.4511,1867898
2011-07-01,119.9322,122.1751,119.8745,122.1751,4031605
2011-07-04,121.7071,122.5178,120.6694,120.6694,1779884
2011-07-05,120.4848,120.4848,118.8996,119.9308,1113280
2011-07-06,120.3619,121.7159,120.3619,121.7159,2221009
2011-07-07,121.7451,122.6555,121.5273,122.0392,1093581
2011-07-08,122.0952,123.3681,122.0952,122.8362,1210821
2011-07-11,122.8325,124.1748,122.5770,122.8092,672122
2011-07-12,123.0353,123.4571,122.6824,123.4571,1374014
2011-07-13,123.0452,123.2276,121.3816,121.3816,1563505
2011-07-14,121.7684,123.0744,121.7684,122.6574,2062716
2011-07-15,122.7037,123.0739,122.5486,122.7999,1471433
2011-07-18,122.4577,122.4577,120.7183,121.4137,1499103
2011-07-19,121.4358,122.4785,121.4358,121.6106,1116500
2011-07-20,121.6863,122.6596,121.3341,121.8283,1185148
2011-07-21,121.7911,122.8872,121.3944,121.5912,1470794
2011-07-22,121.8098,123.7653,121.7396,123.2551,1228635
2011-07-25,123.4590,124.3794,123.4590,124.3794,1405666
2011-07-26,124.3763,125.3606,124.3697,124.3697,920238
2011-07-27,124.3622,125.4116,124.0008,124.3343,1169474
2011-07-28,124.3086,124.3086,123.3594,124.1770,1113973
2011-07-29,124.1834,124.2339,123.4041,124.2339,1166757
2011-08-01,124.2964,125.4004,124.2215,124.5391,921158
2011-08-02,124.9073,126.7529,124.8778,126.7529,2778714
2011-08-03,126.6829,128.0586,126.5435,126.5435,737102
2011-08-04,126.9806,128.4064,126.9806,128.0812,2282147
2011-08-05,128.3125,129.4976,127.9457,129.2742,1745869
2011-08-08,129.4312,130.4635,128.2268,130.4635,865062
2011-08-09,130.4373,131.0485,129.5774,130.3867,917159
2011-08-10,130.4304,130.8554,130.1469,130.6023,991588
2011-08-11,130.4831,131.5906,129.8434,129.8434,1184208
2011-08-12,129.8996,130.7903,129.8996,130.7582,1325245
2011-08-15,130.4842,130.5485,129.0650,129.5319,1325816
2011-08-16,129.5078,130.5192,129.1597,129.4368,849833
2011-08-17,129.8251,131.0531,128.9311,130.6129,2631997
2011-08-18,130.4232,131.2316,129.3247,129.9143,1711163
2011-08-19,129.7962,130.6373,129.2356,129.4148,1585496
2011-08-22,129.5736,130.8654,129.2614,129.9508,2038003
2011-08-23,130.0253,130.4063,129.2833,130.2743,1065682
2011-08-24,130.3115,130.5071,129.9381,130.3983,1498424
2011-08-25,130.6748,132.4121,130.3981,131.6622,1508121
2011-08-26,131.7547,133.0227,131.7547,133.0227,1262688
2011-08-29,132.6267,132.9503,131.1552,131.1552,2427981
2011-08-30,130.1454,130.2169,127.3431,127.3431,3042333
2011-08-31,127.3200,128.3426,127.0998,127.0998,1200589
2011-09-01,126.4147,126.4147,124.5639,124.5735,3123538
2011-09-02,124.5547,124.5547,123.3679,124.3272,1040425
2011-09-05,124.2271,124.2271,123.3140,123.4191,1652769
2011-09-06,123.5733,124.2908,123.4805,123.9730,1078338
2011-09-07,123.9819,124.4313,123.1628,124.0911,1278003
2011-09-08,124.9764,127.0898,124.9764,127.0898,3004627
2011-09-09,127.0935,127.5605,126.4261,127.1022,627528
2011-09-12,126.6538,126.6538,123.5625,124.1296,2467261
2011-09-13,124.7534,126.0323,124.1510,126.0323,1387047
2011-09-14,126.1588,126.6823,126.1359,126.3992,1019626
2011-09-15,126.3547,126.9040,126.1305,126.1305,729294
2011-09-16,126.4604,128.2609,126.4604,127.9163,1861917
2011-09-19,128.0840,128.4835,127.2650,128.4835,1298343
2011-09-20,129.3458,131.1661,129.3458,131.1661,2691999
2011-09-21,130.4203,130.4203,128.0543,128.6396,1859626
2011-09-22,128.8441,129.6140,128.7236,129.5439,1493753
2011-09-23,129.6537,130.0594,129.1074,130.0594,1334995
2011-09-26,129.9596,130.2515,128.4105,128.8003,1654945
2011-09-27,128.3626,128.3626,124.9213,124.9213,3748222
